CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,REGS_CON_MISMO_CODIGO,TELEFONO_ORIG,TELEFONO_DIG,TELEFONO_8DIG,TELEFONOS_VALIDOS
04-12-0061-46,04-030,Chimaltenango,San Pedro Yepocapa,Instituto Privado Mixto Orizaba No. 2,Aldea Los Yucales,30324839,Otto Vinicio Ajtún Garcia,Luis Matias Umul Sajar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,30324839,30324839,30324839,30324839
04-12-0064-46,04-030,Chimaltenango,San Pedro Yepocapa,Liceo Cristiano Torre Fuerte,Colonia San Carlos,79302724,Otto Vinicio Ajtún Garcia,Edgar Eduardo Xia Mox,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,79302724,79302724,79302724,79302724
04-12-0065-46,04-030,Chimaltenango,San Pedro Yepocapa,Liceo Cristiano Torre Fuerte,Colonia San Carlos,79302724,Otto Vinicio Ajtún Garcia,Edgar Eduardo Xia Mox,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,79302724,79302724,79302724,79302724
04-13-0005-46,04-004,Chimaltenango,San Andres Itzapa,"Instituto Nacional De Educacion Diversificada ""Itzapa""",Canton San Lorenzo,54943363,Ana Luisa Avila Gómez De Lemus,Mirla Johanna Meza López,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,54943363,54943363,54943363,54943363
04-13-0016-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Campo Alegre,Cantón San Pedro Y San Pablo,51018627,Ana Luisa Avila Gómez De Lemus,Antonio David Alvarez Popol,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,51018627,51018627,51018627,51018627
04-13-0022-46,04-004,Chimaltenango,San Andres Itzapa,Colegio Privado Mixto San Andres,Canton San Lorenzo,78495777,Ana Luisa Avila Gómez De Lemus,Martin Sal Siquinajay,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78495777,78495777,78495777,78495777
04-13-0029-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Científico Guatemalteco En Arte Y Tecnología,Cantón San Lorenzo,78494928,Ana Luisa Avila Gómez De Lemus,Brenda Patricia Machán Cán,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78494928,78494928,78494928,78494928
04-13-0033-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Científico Guatemalteco En Arte Y Tecnología,Canton San Lorenzo,78494928,Ana Luisa Avila Gómez De Lemus,Danna Rosario Zambrano Gálvez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,78494928,78494928,78494928,78494928
04-13-0035-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Científico Guatemalteco En Arte Y Tecnología,Cantón San Lorenzo,78494928,Ana Luisa Avila Gómez De Lemus,Brenda Patricia Machán Cán,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,78494928,78494928,78494928,78494928
04-13-0037-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Campo Alegre,Cantón San Pedro Y San Pablo,52709821,Ana Luisa Avila Gómez De Lemus,Antonio David Alvarez Popol,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,52709821,52709821,52709821,52709821
04-13-0039-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Científico Guatemalteco En Arte Y Tecnología,Canton San Lorenzo,78494928,Ana Luisa Avila Gómez De Lemus,Danna Rosario Zambrano Gálvez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO,1,78494928,78494928,78494928,78494928
04-13-0042-46,04-004,Chimaltenango,San Andres Itzapa,Centro Educativo Shammah Christian School,Km 60 Carretera A San Andrés Itzapa,39528033,Ana Luisa Avila Gómez De Lemus,Indra Taisinia Véliz Montufar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,39528033,39528033,39528033,39528033
04-13-0045-46,04-004,Chimaltenango,San Andres Itzapa,Colegio Evangélico Agua Viva,Aldea Hierba Buena,49881590,Ana Luisa Avila Gómez De Lemus,Raquel Haydee Gómez Tzirín,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,49881590,49881590,49881590,49881590
04-13-0598-46,04-004,Chimaltenango,San Andres Itzapa,Colegio Privado Mixto San Andres,Canton San Lorenzo,78495777,Ana Luisa Avila Gómez De Lemus,Martin Sal Siquinajay,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,1,78495777,78495777,78495777,78495777
04-13-3228-46,04-004,Chimaltenango,San Andres Itzapa,"Escuela Municipal De Ciencias Comerciales ""Lic. Carlos Helmer Lemus Silva""",Municipio De San Andres Itzapa,78495197,Ana Luisa Avila Gómez De Lemus,Carlos Helmer Lemus Silva,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO,1,78495197,78495197,78495197,78495197
04-13-3232-46,04-004,Chimaltenango,San Andres Itzapa,Liceo Campo Alegre,Canton San Pedro Y San Pablo,52709821,Ana Luisa Avila Gómez De Lemus,Antonio David Alvarez Popol,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,52709821,52709821,52709821,52709821
04-14-0010-46,04-025,Chimaltenango,Parramos,"Instituto Nacional De Educacion Diversificada ""Kotzijal Quinaq"" (Flor De Frijol)",Canton La Union,53100486,Surama Lisseth Ramírez López,Ligia Isabel Yoc Hernández,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,53100486,53100486,53100486,53100486
04-14-0020-46,04-025,Chimaltenango,Parramos,Centro Educativo Trilingüe Nuevo Amanecer,"Zona 3, 0 Avenida, Cantón La Libertad",78499370,Surama Lisseth Ramírez López,Rolando Estuardo Ortíz López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78499370,78499370,78499370,78499370
04-14-0022-46,04-025,Chimaltenango,Parramos,Centro Educativo Trilingüe Nuevo Amanecer,"Zona 3, 0 Avenida, Cantón La Libertad",78499370,Surama Lisseth Ramírez López,Rolando Estuardo Ortíz López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,78499370,78499370,78499370,78499370
04-14-0023-46,04-025,Chimaltenango,Parramos,Colegio Bilingüe En Computación San Bernabé,"Kilómetro 63, Carretera A San Pedro Yepocapa, Aldea San Bernabé",30857742,Surama Lisseth Ramírez López,Raúl Arnulfo Cuá Tumín,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,30857742,30857742,30857742,30857742
04-14-0026-46,04-025,Chimaltenango,Parramos,"Centro Educativo En Computacion ""Nueva Esperanza""","1A. Avenida 1-58 Zona 1, Canton La Union",36095750,Surama Lisseth Ramírez López,Wenceslao Puz Sal,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,36095750,36095750,36095750,36095750
04-14-0029-46,04-025,Chimaltenango,Parramos,Colegio Cristiano Los Brazos De Jesús,Cantón La Unión,78499334,Surama Lisseth Ramírez López,Pedro Francisco Chicol Itzol,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78499334,78499334,78499334,78499334
04-14-0032-46,04-025,Chimaltenango,Parramos,Colegio Tecnológico De Parramos,"5A. Calle 2-88 Zona 4, Cantón La Democracia",77915727,Surama Lisseth Ramírez López,Norma Marisol Salguero Escobar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,77915727,77915727,77915727,77915727
04-14-0037-46,04-025,Chimaltenango,Parramos,"Centro Educativo En Computación ""Nueva Esperanza""","1A. Calle 2-40 Zona 1, Cantón La Unión",36095750,Surama Lisseth Ramírez López,Wenceslao Puz Sal,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,36095750,36095750,36095750,36095750
04-14-0039-46,04-025,Chimaltenango,Parramos,Centro Educativo Trilingüe Nuevo Amanecer,"Zona 3, 0 Avenida, Cantón La Libertad",78499370,Surama Lisseth Ramírez López,Rolando Estuardo Ortíz López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),CHIMALTENANGO,1,78499370,78499370,78499370,78499370
04-15-0008-46,04-008,Chimaltenango,Zaragoza,"Instituto Nacional De Educación Diversificada ""Pilar De Valores Y Conocimientos""",2A. Avenida 1-13 Zona 2,58789005,Corina Argelia Rodas Serrano,Pedro De Jesús Ruano Marroquin,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,58789005,58789005,58789005,58789005
04-15-0014-46,04-008,Chimaltenango,Zaragoza,"Liceo Bilingue ""Los Angeles""",1A. Avenida 3-56 Zona 2,56921944,Corina Argelia Rodas Serrano,Dorcas Francisca López Meléndez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,56921944,56921944,56921944,56921944
04-15-0015-46,04-008,Chimaltenango,Zaragoza,Instituto Tecnico Industrial Zaragoza De Heredia,2A. Calle 1-34 Zona 1,78305941,Corina Argelia Rodas Serrano,Teodora Elizabeth Figueroa Guerra,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,1,78305941,78305941,78305941,78305941
04-15-0021-46,04-008,Chimaltenango,Zaragoza,Instituto Técnico Industrial Zaragoza De Heredia,2A. Calle 1-34 Zona 1,78305941,Corina Argelia Rodas Serrano,Teodora Elizabeth Figueroa Guerra,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78305941,78305941,78305941,78305941
04-15-0023-46,04-008,Chimaltenango,Zaragoza,Instituto Técnico Industrial Zaragoza De Heredia,2A. Calle 1-34 Zona 1,78305941,Corina Argelia Rodas Serrano,Teodora Elizabeth Figueroa Guerra,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,78305941,78305941,78305941,78305941
04-15-0039-46,04-008,Chimaltenango,Zaragoza,"Colegio Academia Internacional De ""Altos Sueños""",Aldea Tululche,49030549,Corina Argelia Rodas Serrano,Debora Julissa Brizuela Mindiz,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,49030549,49030549,49030549,49030549
04-15-0043-46,04-008,Chimaltenango,Zaragoza,Liceo Cristiano Monte Sión,1A. Avenida 3-56 Zona 2,42256175,Corina Argelia Rodas Serrano,Jerson Danilo Marroquin,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO,1,42256175,42256175,42256175,42256175
04-15-0044-46,04-008,Chimaltenango,Zaragoza,"Liceo Bilingüe ""Los Angeles""",1Era. Avenida 3-56 Zona 2,56921944,Corina Argelia Rodas Serrano,Dorcas Francisca López Meléndez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,1,56921944,56921944,56921944,56921944
04-15-0046-46,04-008,Chimaltenango,Zaragoza,Liceo Cristiano Monte Sión,1A. Avenida 3-56 Zona 2,42256175,Corina Argelia Rodas Serrano,Jerson Danilo Marroquin,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,42256175,42256175,42256175,42256175
04-15-0059-46,04-008,Chimaltenango,Zaragoza,"Centro Educativo Bilingüe ""Santa María De La Esperanza""",2Da. Calle 2-71 Zona 1,54380759,Corina Argelia Rodas Serrano,Cindy Milady Argueta Guerra,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,54380759,54380759,54380759,54380759
04-15-0061-46,04-008,Chimaltenango,Zaragoza,"Centro Educativo Bilingüe ""Santa María De La Esperanza""",2Da. Calle 2-71 Zona 1,54380759,Corina Argelia Rodas Serrano,Cindy Milady Argueta Guerra,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,54380759,54380759,54380759,54380759
04-15-0063-46,04-008,Chimaltenango,Zaragoza,Liceo Cristiano Monte Sión,"1A. Avenida, 3-56 Zona 2",42256175,Corina Argelia Rodas Serrano,Jerson Danilo Marroquin,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,CHIMALTENANGO,1,42256175,42256175,42256175,42256175
04-15-0732-46,04-008,Chimaltenango,Zaragoza,"Escuela De Ciencias Comerciales Por Cooperativa De Enseñanza ""Lic. Carlos Abilio Girón Noriega""",1A. Avenida 7-59 Zona 1,78305785,Corina Argelia Rodas Serrano,Hector Enrique Ovalle Porras,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,78305785,78305785,78305785,78305785
04-16-0005-46,04-024,Chimaltenango,El Tejar,"Instituto Nacional De Educación Diversificada ""Santo Domingo""",Lomas Del Pericón,58207372,Luis Fernando Méndez Gudiel,Milvia Elizabeth Ventura Sinay,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,58207372,58207372,58207372,58207372
04-16-0032-46,04-024,Chimaltenango,El Tejar,"Centro Educativo Cristiano ""Nueva Visión""",3Ra Calle 5-49 Zona 1,77251688,Luis Fernando Méndez Gudiel,Mayori Mabel Juárez Chajón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,1,77251688,77251688,77251688,77251688
04-16-0034-46,04-024,Chimaltenango,El Tejar,"Colegio Mixto En Computación ""Morazan""","Calle Real Barrio La Cuestecita, Aldea San Miguel Morazan",52932174,Luis Fernando Méndez Gudiel,Angélica Del Rosario Patzán Quisque,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIMALTENANGO,1,52932174,52932174,52932174,52932174
04-16-0035-46,04-024,Chimaltenango,El Tejar,"Colegio Mixto En Computación ""Morazan""","Calle Real,Barrio La Cuestecita, Aldea San Miguel Morazan",52932174,Luis Fernando Méndez Gudiel,Angelica Del Rosario Patzan Quisque,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,1,52932174,52932174,52932174,52932174
04-16-0037-46,04-024,Chimaltenango,El Tejar,Colegio Bilingüe J.E.T.,"Finca Enon, Aldea Santo Domingo",41609934,Luis Fernando Méndez Gudiel,Deidra Ann Taylor,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO,1,41609934,41609934,41609934,41609934
04-16-0038-46,04-024,Chimaltenango,El Tejar,Colegio Bilingüe J.E.T.,"Finca Enon, Aldea Santo Domingo",41609934,Luis Fernando Méndez Gudiel,Deidra Ann Taylor,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,1,41609934,41609934,41609934,41609934
04-16-2325-46,04-024,Chimaltenango,El Tejar,Instituto Mixto De Educación Diversificada Por Cooperativa,"3A. Avenida A 2-00, Zona 1",78490360,Luis Fernando Méndez Gudiel,Aura Maritza Arriola Ronquillo,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO,1,78490360,78490360,78490360,78490360
20-01-0024-46,20-001,Chiquimula,Chiquimula,Escuela De Ciencias Comerciales Nocturna,10A. Avenida 3-71 Zona 1,79422150.0,Cesar Adalberto Noguera Jacome,Héctor Alidio Ceron Brenes,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA,1,79422150.0,794221500,79422150,79422150
20-01-0029-46,20-001,Chiquimula,Chiquimula,Instituto Diversificado Ads. Al Ineb 'Dr. David Guerra Guzman',2A Calle Entre 11 Y 12 Avenidas Zona 1,79420395.0,Cesar Adalberto Noguera Jacome,Romeo Rivera Chacón,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420395.0,794203950,79420395,79420395
20-01-0030-46,20-001,Chiquimula,Chiquimula,Escuela Nacional De Maestros De Educacion Musical Pem Oscar Augusto Mateo Morales,2A Calle Y 12 Avenida Zona 1,41942927.0,Cesar Adalberto Noguera Jacome,José Vicente Reyes Solís,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA,1,41942927.0,419429270,41942927,41942927
20-01-0031-46,20-024,Chiquimula,Chiquimula,Escuela Secundaria Privada Mixta De Oriente -Esdeo-,2A Calle 4-40 Zona 1,79420290.0,Silvia Marilena Buezo Martinez,Erwin Leonel Colindres Monroy,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420290.0,794202900,79420290,79420290
20-01-0032-46,20-024,Chiquimula,Chiquimula,"Colegio Evangélico Mixto ""Amigos""",10Ma Avenida 5-38 Zona 1,79420116.0,Silvia Marilena Buezo Martinez,Roxana Lisbeth Urrutia Pinto,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420116.0,794201160,79420116,79420116
20-01-0033-46,20-027,Chiquimula,Chiquimula,Instituto Tecnologico Privado De Oriente,4Ta. Avenida 4-20 Zona 1,79425959.0,Silvia Marilena Buezo Martinez,Salomon Eliasib Alvarez Cordón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA,1,79425959.0,794259590,79425959,79425959
20-01-0034-46,20-001,Chiquimula,Chiquimula,Instituto Normal Para Señoritas De Oriente,4A. Calle 6-00 Zona 1,59799216.0,Cesar Adalberto Noguera Jacome,Mirna Elizabeth Quiroa López,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,59799216.0,597992160,59799216,59799216
20-01-0036-46,20-001,Chiquimula,Chiquimula,Instituto Normal Para Varones De Oriente,6A Ave. 4-10 Zona 1,79420425.0,Cesar Adalberto Noguera Jacome,Balvino Chacón Pérez,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420425.0,794204250,79420425,79420425
20-01-0038-46,20-027,Chiquimula,Chiquimula,"""Liceo La Salle""",6A Calle 3-61 Zona 1,79420328.0,Silvia Marilena Buezo Martinez,Juan Modesto Sicay Tóc,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420328.0,794203280,79420328,79420328
20-01-0040-46,20-024,Chiquimula,Chiquimula,Colegio Privado Mixto 'Sagrada Familia',6A Ave. 5-68 Zona 1,79420232.0,Silvia Marilena Buezo Martinez,Dámarys Judith Díaz Tejada,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79420232.0,794202320,79420232,79420232
20-01-0041-46,99-001,Chiquimula,Chiquimula,Instituto Moderno Chiquimulteco,Calle Hugo Leonel Bacaro 9-30 Zona 1,,Silvia Eugenia Valdez Monterroso De Carballo,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA,1,,,,
20-01-0164-46,20-027,Chiquimula,Chiquimula,Instituto Tecnologico Privado De Oriente,4Ta. Avenida 4-20 Zona 1,79422349.0,Silvia Marilena Buezo Martinez,Salomon Eliasib Alvarez Cordón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,79422349.0,794223490,79422349,79422349
20-01-0176-46,20-024,Chiquimula,Chiquimula,Colegio Privado Mixto Bendicion,4A. Calle A 13-25 Zona 1,41007884.0,Silvia Marilena Buezo Martinez,Axel Yovany Villela Monroy,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,41007884.0,410078840,41007884,41007884
20-01-0179-46,20-024,Chiquimula,Chiquimula,Colegio Evangelico Mixto Adonai,8A. Avenida 4-40 Zona 1,79424111.0,Silvia Marilena Buezo Martinez,Merari Jasmín De León Carrillo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,79424111.0,794241110,79424111,79424111
20-01-0181-46,20-024,Chiquimula,Chiquimula,Liceo San Pablo,2A. Calle 4-40 Zona 1,79421747.0,Silvia Marilena Buezo Martinez,Edgar Rene Andrade Saenz,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79421747.0,794217470,79421747,79421747
20-01-0184-46,20-027,Chiquimula,Chiquimula,Colegio Privado Mixto Sabiduria,2Da. Calle 4-40 Zona 1,,Silvia Marilena Buezo Martinez,Jose Luis Lopez Peralta,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,,,,
20-01-0197-46,20-027,Chiquimula,Chiquimula,Colegio Superior De Informatica Higa,1Ra. Calle 5-61 Zona 2,44043628.0,Silvia Marilena Buezo Martinez,Kokman Angel Chang Barela,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,44043628.0,440436280,44043628,44043628
20-01-0198-46,20-027,Chiquimula,Chiquimula,Colegio Mixto En Tecnologia Latinoamericano,3Ra. Avenida 4-49 Zona 1,41795225.0,Silvia Marilena Buezo Martinez,Jaqueline Edith Santiago Ramos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,41795225.0,417952250,41795225,41795225
20-01-0204-46,20-027,Chiquimula,Chiquimula,Instituto Tecnologico Privado De Oriente,4A. Avenida 4-20 Zona 1,79425959.0,Silvia Marilena Buezo Martinez,Salomon Eliasib Alvarez Cordón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79425959.0,794259590,79425959,79425959
20-01-0205-46,20-027,Chiquimula,Chiquimula,Centro Educativo Integral Casa Del Alfarero,14 Avenida 5-23 Zona 7 Colonia Shoropin,37590030.0,Silvia Marilena Buezo Martinez,Katherine Jazmin Gregorio,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,37590030.0,375900300,37590030,37590030
20-01-0207-46,20-027,Chiquimula,Chiquimula,Colegio Superior De Informática Higa,1A. Calle 5-61 Zona 2,44043628.0,Silvia Marilena Buezo Martinez,Marleni Elizabeth Salvador López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA,1,44043628.0,440436280,44043628,44043628
20-01-0213-46,20-024,Chiquimula,Chiquimula,Liceo Israelí,5A. Calle 4-11 Zona 1,79422500.0,Silvia Marilena Buezo Martinez,Gladys Eugenia Rodríguez Ramírez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79422500.0,794225000,79422500,79422500
20-01-0221-46,20-024,Chiquimula,Chiquimula,Escuela Secundaria Privada Mixta De Oriente -Esdeo-,2Da. Calle 4-40 Zona 1,79420290.0,Silvia Marilena Buezo Martinez,Erwin Leonel Colindres Monroy,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA,1,79420290.0,794202900,79420290,79420290
20-01-0232-46,20-024,Chiquimula,Chiquimula,Colegio Bilingüe Mi Pequeño Mundo (My Small World Bilingual School),8Va. Avenida Sur Final 1-18 Zona 4,79425429.0,Silvia Marilena Buezo Martinez,Angélica María Mejía Morataya,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA,1,79425429.0,794254290,79425429,79425429
20-01-0235-46,20-027,Chiquimula,Chiquimula,Colegio Mixto En Tecnología Latinoamericano,3Ra. Avenida 4-49 Zona 1,41795225.0,Silvia Marilena Buezo Martinez,Jaqueline Edith Santiago Ramos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA,1,41795225.0,417952250,41795225,41795225
