CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
04-13-0045-46,04-004,Chimaltenango,San Andres Itzapa,COLEGIO EVANGÉLICO AGUA VIVA,ALDEA HIERBA BUENA,49881590,ANA LUISA AVILA GÓMEZ DE LEMUS,RAQUEL HAYDEE GÓMEZ TZIRÍN,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-13-0598-46,04-004,Chimaltenango,San Andres Itzapa,COLEGIO PRIVADO MIXTO SAN ANDRES,CANTON SAN LORENZO,78495777,ANA LUISA AVILA GÓMEZ DE LEMUS,MARTIN SAL SIQUINAJAY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-13-3228-46,04-004,Chimaltenango,San Andres Itzapa,"ESCUELA MUNICIPAL DE CIENCIAS COMERCIALES ""LIC. CARLOS HELMER LEMUS SILVA""",MUNICIPIO DE SAN ANDRES ITZAPA,78495197,ANA LUISA AVILA GÓMEZ DE LEMUS,CARLOS HELMER LEMUS SILVA,DIVERSIFICADO,Municipal,Urbana,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO
04-13-3232-46,04-004,Chimaltenango,San Andres Itzapa,LICEO CAMPO ALEGRE,CANTON SAN PEDRO Y SAN PABLO,52709821,ANA LUISA AVILA GÓMEZ DE LEMUS,ANTONIO DAVID ALVAREZ POPOL,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-14-0010-46,04-025,Chimaltenango,Parramos,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""KOTZIJAL QUINAQ"" (FLOR DE FRIJOL)",CANTON LA UNION,53100486,SURAMA LISSETH RAMÍREZ LÓPEZ,LIGIA ISABEL YOC HERNÁNDEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-14-0020-46,04-025,Chimaltenango,Parramos,CENTRO EDUCATIVO TRILINGÜE NUEVO AMANECER,"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD",78499370,SURAMA LISSETH RAMÍREZ LÓPEZ,ROLANDO ESTUARDO ORTÍZ LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-14-0022-46,04-025,Chimaltenango,Parramos,CENTRO EDUCATIVO TRILINGÜE NUEVO AMANECER,"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD",78499370,SURAMA LISSETH RAMÍREZ LÓPEZ,ROLANDO ESTUARDO ORTÍZ LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-14-0023-46,04-025,Chimaltenango,Parramos,COLEGIO BILINGÜE EN COMPUTACIÓN SAN BERNABÉ,"KILÓMETRO 63, CARRETERA A SAN PEDRO YEPOCAPA, ALDEA SAN BERNABÉ",30857742,SURAMA LISSETH RAMÍREZ LÓPEZ,RAÚL ARNULFO CUÁ TUMÍN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-14-0026-46,04-025,Chimaltenango,Parramos,"CENTRO EDUCATIVO EN COMPUTACION ""NUEVA ESPERANZA""","1A. AVENIDA 1-58 ZONA 1, CANTON LA UNION",36095750,SURAMA LISSETH RAMÍREZ LÓPEZ,WENCESLAO PUZ SAL,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-14-0029-46,04-025,Chimaltenango,Parramos,COLEGIO CRISTIANO LOS BRAZOS DE JESÚS,CANTÓN LA UNIÓN,78499334,SURAMA LISSETH RAMÍREZ LÓPEZ,PEDRO FRANCISCO CHICOL ITZOL,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-14-0032-46,04-025,Chimaltenango,Parramos,COLEGIO TECNOLÓGICO DE PARRAMOS,"5A. CALLE 2-88 ZONA 4, CANTÓN LA DEMOCRACIA",77915727,SURAMA LISSETH RAMÍREZ LÓPEZ,NORMA MARISOL SALGUERO ESCOBAR,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-14-0037-46,04-025,Chimaltenango,Parramos,"CENTRO EDUCATIVO EN COMPUTACIÓN ""NUEVA ESPERANZA""","1A. CALLE 2-40 ZONA 1, CANTÓN LA UNIÓN",36095750,SURAMA LISSETH RAMÍREZ LÓPEZ,WENCESLAO PUZ SAL,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-14-0039-46,04-025,Chimaltenango,Parramos,CENTRO EDUCATIVO TRILINGÜE NUEVO AMANECER,"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD",78499370,SURAMA LISSETH RAMÍREZ LÓPEZ,ROLANDO ESTUARDO ORTÍZ LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),CHIMALTENANGO
04-15-0008-46,04-008,Chimaltenango,Zaragoza,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""PILAR DE VALORES Y CONOCIMIENTOS""",2A. AVENIDA 1-13 ZONA 2,58789005,CORINA ARGELIA RODAS SERRANO,PEDRO DE JESÚS RUANO MARROQUIN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0014-46,04-008,Chimaltenango,Zaragoza,"LICEO BILINGUE ""LOS ANGELES""",1A. AVENIDA 3-56 ZONA 2,56921944,CORINA ARGELIA RODAS SERRANO,DORCAS FRANCISCA LÓPEZ MELÉNDEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0015-46,04-008,Chimaltenango,Zaragoza,INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-15-0021-46,04-008,Chimaltenango,Zaragoza,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0023-46,04-008,Chimaltenango,Zaragoza,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,2A. CALLE 1-34 ZONA 1,78305941,CORINA ARGELIA RODAS SERRANO,TEODORA ELIZABETH FIGUEROA GUERRA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-15-0039-46,04-008,Chimaltenango,Zaragoza,"COLEGIO ACADEMIA INTERNACIONAL DE ""ALTOS SUEÑOS""",ALDEA TULULCHE,49030549,CORINA ARGELIA RODAS SERRANO,DEBORA JULISSA BRIZUELA MINDIZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0043-46,04-008,Chimaltenango,Zaragoza,LICEO CRISTIANO MONTE SIÓN,1A. AVENIDA 3-56 ZONA 2,42256175,CORINA ARGELIA RODAS SERRANO,JERSON DANILO MARROQUIN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIMALTENANGO
04-15-0044-46,04-008,Chimaltenango,Zaragoza,"LICEO BILINGÜE ""LOS ANGELES""",1ERA. AVENIDA 3-56 ZONA 2,56921944,CORINA ARGELIA RODAS SERRANO,DORCAS FRANCISCA LÓPEZ MELÉNDEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-15-0046-46,04-008,Chimaltenango,Zaragoza,LICEO CRISTIANO MONTE SIÓN,1A. AVENIDA 3-56 ZONA 2,42256175,CORINA ARGELIA RODAS SERRANO,JERSON DANILO MARROQUIN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-15-0059-46,04-008,Chimaltenango,Zaragoza,"CENTRO EDUCATIVO BILINGÜE ""SANTA MARÍA DE LA ESPERANZA""",2DA. CALLE 2-71 ZONA 1,54380759,CORINA ARGELIA RODAS SERRANO,CINDY MILADY ARGUETA GUERRA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-15-0061-46,04-008,Chimaltenango,Zaragoza,"CENTRO EDUCATIVO BILINGÜE ""SANTA MARÍA DE LA ESPERANZA""",2DA. CALLE 2-71 ZONA 1,54380759,CORINA ARGELIA RODAS SERRANO,CINDY MILADY ARGUETA GUERRA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-15-0063-46,04-008,Chimaltenango,Zaragoza,LICEO CRISTIANO MONTE SIÓN,"1A. AVENIDA, 3-56 ZONA 2",42256175,CORINA ARGELIA RODAS SERRANO,JERSON DANILO MARROQUIN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,CHIMALTENANGO
04-15-0732-46,04-008,Chimaltenango,Zaragoza,"ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA DE ENSEÑANZA ""LIC. CARLOS ABILIO GIRÓN NORIEGA""",1A. AVENIDA 7-59 ZONA 1,78305785,CORINA ARGELIA RODAS SERRANO,HECTOR ENRIQUE OVALLE PORRAS,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0005-46,04-024,Chimaltenango,El Tejar,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""SANTO DOMINGO""",LOMAS DEL PERICÓN,58207372,LUIS FERNANDO MÉNDEZ GUDIEL,MILVIA ELIZABETH VENTURA SINAY,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0032-46,04-024,Chimaltenango,El Tejar,"CENTRO EDUCATIVO CRISTIANO ""NUEVA VISIÓN""",3RA CALLE 5-49 ZONA 1,77251688,LUIS FERNANDO MÉNDEZ GUDIEL,MAYORI MABEL JUÁREZ CHAJÓN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0034-46,04-024,Chimaltenango,El Tejar,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZAN""","CALLE REAL BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN",52932174,LUIS FERNANDO MÉNDEZ GUDIEL,ANGÉLICA DEL ROSARIO PATZÁN QUISQUE,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIMALTENANGO
04-16-0035-46,04-024,Chimaltenango,El Tejar,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZAN""","CALLE REAL,BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN",52932174,LUIS FERNANDO MÉNDEZ GUDIEL,ANGELICA DEL ROSARIO PATZAN QUISQUE,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO
04-16-0037-46,04-024,Chimaltenango,El Tejar,COLEGIO BILINGÜE J.E.T.,"FINCA ENON, ALDEA SANTO DOMINGO",41609934,LUIS FERNANDO MÉNDEZ GUDIEL,DEIDRA ANN TAYLOR,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIMALTENANGO
04-16-0038-46,04-024,Chimaltenango,El Tejar,COLEGIO BILINGÜE J.E.T.,"FINCA ENON, ALDEA SANTO DOMINGO",41609934,LUIS FERNANDO MÉNDEZ GUDIEL,DEIDRA ANN TAYLOR,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO
04-16-2325-46,04-024,Chimaltenango,El Tejar,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,"3A. AVENIDA A 2-00, ZONA 1",78490360,LUIS FERNANDO MÉNDEZ GUDIEL,AURA MARITZA ARRIOLA RONQUILLO,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIMALTENANGO
nan,,Nan,Nan,,,,,,,Nan,Nan,,,,,
20-01-0024-46,20-001,Chiquimula,Chiquimula,ESCUELA DE CIENCIAS COMERCIALES NOCTURNA,10A. AVENIDA 3-71 ZONA 1,794221500,CESAR ADALBERTO NOGUERA JACOME,HÉCTOR ALIDIO CERON BRENES,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-01-0029-46,20-001,Chiquimula,Chiquimula,INSTITUTO DIVERSIFICADO ADS. AL INEB 'DR. DAVID GUERRA GUZMAN',2A CALLE ENTRE 11 Y 12 AVENIDAS ZONA 1,794203950,CESAR ADALBERTO NOGUERA JACOME,ROMEO RIVERA CHACÓN,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0030-46,20-001,Chiquimula,Chiquimula,ESCUELA NACIONAL DE MAESTROS DE EDUCACION MUSICAL PEM OSCAR AUGUSTO MATEO MORALES,2A CALLE Y 12 AVENIDA ZONA 1,419429270,CESAR ADALBERTO NOGUERA JACOME,JOSÉ VICENTE REYES SOLÍS,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-01-0031-46,20-024,Chiquimula,Chiquimula,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE -ESDEO-,2A CALLE 4-40 ZONA 1,794202900,SILVIA MARILENA BUEZO MARTINEZ,ERWIN LEONEL COLINDRES MONROY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0032-46,20-024,Chiquimula,Chiquimula,"COLEGIO EVANGÉLICO MIXTO ""AMIGOS""",10MA AVENIDA 5-38 ZONA 1,794201160,SILVIA MARILENA BUEZO MARTINEZ,ROXANA LISBETH URRUTIA PINTO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0033-46,20-027,Chiquimula,Chiquimula,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,794259590,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0034-46,20-001,Chiquimula,Chiquimula,INSTITUTO NORMAL PARA SEÑORITAS DE ORIENTE,4A. CALLE 6-00 ZONA 1,597992160,CESAR ADALBERTO NOGUERA JACOME,MIRNA ELIZABETH QUIROA LÓPEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0036-46,20-001,Chiquimula,Chiquimula,INSTITUTO NORMAL PARA VARONES DE ORIENTE,6A AVE. 4-10 ZONA 1,794204250,CESAR ADALBERTO NOGUERA JACOME,BALVINO CHACÓN PÉREZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0038-46,20-027,Chiquimula,Chiquimula,"""LICEO LA SALLE""",6A CALLE 3-61 ZONA 1,794203280,SILVIA MARILENA BUEZO MARTINEZ,JUAN MODESTO SICAY TÓC,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0040-46,20-024,Chiquimula,Chiquimula,COLEGIO PRIVADO MIXTO 'SAGRADA FAMILIA',6A AVE. 5-68 ZONA 1,794202320,SILVIA MARILENA BUEZO MARTINEZ,DÁMARYS JUDITH DÍAZ TEJADA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0041-46,99-001,Chiquimula,Chiquimula,INSTITUTO MODERNO CHIQUIMULTECO,CALLE HUGO LEONEL BACARO 9-30 ZONA 1,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0164-46,20-027,Chiquimula,Chiquimula,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,794223490,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0176-46,20-024,Chiquimula,Chiquimula,COLEGIO PRIVADO MIXTO BENDICION,4A. CALLE A 13-25 ZONA 1,410078840,SILVIA MARILENA BUEZO MARTINEZ,AXEL YOVANY VILLELA MONROY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0179-46,20-024,Chiquimula,Chiquimula,COLEGIO EVANGELICO MIXTO ADONAI,8A. AVENIDA 4-40 ZONA 1,794241110,SILVIA MARILENA BUEZO MARTINEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0181-46,20-024,Chiquimula,Chiquimula,LICEO SAN PABLO,2A. CALLE 4-40 ZONA 1,794217470,SILVIA MARILENA BUEZO MARTINEZ,EDGAR RENE ANDRADE SAENZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0184-46,20-027,Chiquimula,Chiquimula,COLEGIO PRIVADO MIXTO SABIDURIA,2DA. CALLE 4-40 ZONA 1,,SILVIA MARILENA BUEZO MARTINEZ,JOSE LUIS LOPEZ PERALTA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0197-46,20-027,Chiquimula,Chiquimula,COLEGIO SUPERIOR DE INFORMATICA HIGA,1RA. CALLE 5-61 ZONA 2,440436280,SILVIA MARILENA BUEZO MARTINEZ,KOKMAN ANGEL CHANG BARELA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0198-46,20-027,Chiquimula,Chiquimula,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,417952250,SILVIA MARILENA BUEZO MARTINEZ,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0204-46,20-027,Chiquimula,Chiquimula,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,4A. AVENIDA 4-20 ZONA 1,794259590,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0205-46,20-027,Chiquimula,Chiquimula,CENTRO EDUCATIVO INTEGRAL CASA DEL ALFARERO,14 AVENIDA 5-23 ZONA 7 COLONIA SHOROPIN,375900300,SILVIA MARILENA BUEZO MARTINEZ,KATHERINE JAZMIN GREGORIO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0207-46,20-027,Chiquimula,Chiquimula,COLEGIO SUPERIOR DE INFORMÁTICA HIGA,1A. CALLE 5-61 ZONA 2,440436280,SILVIA MARILENA BUEZO MARTINEZ,MARLENI ELIZABETH SALVADOR LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0213-46,20-024,Chiquimula,Chiquimula,LICEO ISRAELÍ,5A. CALLE 4-11 ZONA 1,794225000,SILVIA MARILENA BUEZO MARTINEZ,GLADYS EUGENIA RODRÍGUEZ RAMÍREZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0221-46,20-024,Chiquimula,Chiquimula,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE -ESDEO-,2DA. CALLE 4-40 ZONA 1,794202900,SILVIA MARILENA BUEZO MARTINEZ,ERWIN LEONEL COLINDRES MONROY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-01-0232-46,20-024,Chiquimula,Chiquimula,COLEGIO BILINGÜE MI PEQUEÑO MUNDO (MY SMALL WORLD BILINGUAL SCHOOL),8VA. AVENIDA SUR FINAL 1-18 ZONA 4,794254290,SILVIA MARILENA BUEZO MARTINEZ,ANGÉLICA MARÍA MEJÍA MORATAYA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0235-46,20-027,Chiquimula,Chiquimula,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,417952250,SILVIA MARILENA BUEZO MARTINEZ,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0245-46,20-024,Chiquimula,Chiquimula,"LICEO TEC, TECNOLÓGICO, EXPERIMENTAL Y CIENTÍFICO","CALZADA HÉCTOR AUGUSTO ESPAÑA BRACAMONTE, LOTE # 25 ZONA 2",581234520,SILVIA MARILENA BUEZO MARTINEZ,ROSA YESSENIA PACHECO DE FRANCO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-01-0250-46,20-030,Chiquimula,Chiquimula,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- GRUPO CEIBA,"2DA. AVENIDA Y 5TA. CALLE ESQUINA ZONA 1, LA PILONA BARRIO LA DEMOCRACIA",424157010,VILMA ESPERANZA LOPEZ INTERIANO,DONALDO ENRIQUE SEGURA FRANCO,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0251-46,20-030,Chiquimula,Chiquimula,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- COFIÑO STAHL,ALDEA EL DURAZNO,555436930,VILMA ESPERANZA LOPEZ INTERIANO,RHOBBIN ALEXANDER ESQUIVEL CÁCERES,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0255-46,20-030,Chiquimula,Chiquimula,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,6TA AVENIDA Y 4TA. CALLE ZONA 1,317126710,VILMA ESPERANZA LOPEZ INTERIANO,ERIKA JULISA OLIVA DUARTE,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-01-0256-46,20-030,Chiquimula,Chiquimula,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,8VA. AVENIDA 6-60 ZONA 1,401049550,VILMA ESPERANZA LOPEZ INTERIANO,VILMA ESPERANZA LÓPEZ INTERIANO,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,CHIQUIMULA
20-01-0257-46,20-030,Chiquimula,Chiquimula,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,8VA. AVENIDA 6-60 ZONA 1,561700430,VILMA ESPERANZA LOPEZ INTERIANO,ANGEL OSIEL BORJA PASCUAL,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-01-0309-46,20-024,Chiquimula,Chiquimula,COLEGIO PRIVADO MIXTO BENDICIÓN,"4 CALLE A 13-25, ZONA 1",410078840,SILVIA MARILENA BUEZO MARTINEZ,AXEL YOVANY VILLELA MONROY,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0311-46,20-024,Chiquimula,Chiquimula,COLEGIO EVANGÉLICO MIXTO ADONAI,8VA. AVENIDA 4-40 ZONA 1,794241110,SILVIA MARILENA BUEZO MARTINEZ,MERARI JASMÍN DE LEÓN CARRILLO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0313-46,20-027,Chiquimula,Chiquimula,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,3RA. AVENIDA 4-49 ZONA 1,417952250,SILVIA MARILENA BUEZO MARTINEZ,JAQUELINE EDITH SANTIAGO RAMOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-01-0315-46,20-027,Chiquimula,Chiquimula,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,794215280,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
